bookTitle,authorName,average_rating,num_ratings
Salvage the Bones,Jesmyn Ward,3.96,"64,974"
Slow Brewing Tea (Slow Brewing Tea Series),Randy Loubier,3.30,"1,798"
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,3.77,"104,083"
"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,3.88,"105,398"
Death Note: Another Note - The Los Angeles BB Murder Cases,NisiOisiN,4.27,"13,214"
It Can't Happen Here,Sinclair Lewis,3.78,"19,621"
Babel-17,Samuel R. Delany,3.73,"18,004"
"Cemetery Dance (Pendergast, #9)",Douglas Preston,4.03,"28,451"
"Reboot (Reboot, #1)",Amy Tintera,3.89,"33,404"
Himnaríki og helvíti,Jón Kalman Stefánsson,4.17,"5,996"
Grit: The Power of Passion and Perseverance,Angela Duckworth,4.08,"123,574"
The Hating Game,Sally  Thorne,3.90,"717,064"
Kissing the Witch: Old Tales in New Skins,Emma Donoghue,3.88,"7,962"
Agnes Grey,Anne Brontë,3.71,"70,944"
Лавина,Blaga Dimitrova,4.46,"1,627"
Z for Zachariah,Robert C. O'Brien,3.67,"16,432"
Me and Mr. Darcy,Alexandra Potter,3.22,"13,403"
The Girls' Guide to Hunting and Fishing,Melissa Bank,3.36,"137,091"
Stranger with My Face,Lois Duncan,3.90,"9,709"
"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr,4.11,"33,813"
"Blood Feud (Drake Chronicles, #2)",Alyxandra Harvey,4.11,"13,857"
Once...,James Herbert,3.74,"4,798"
"A Great Deliverance (Inspector Lynley, #1)",Elizabeth  George,4.04,"49,070"
"Moominvalley in November (The Moomins, #9)",Tove Jansson,4.29,"9,388"
Bloodlands: Europe Between Hitler and Stalin,Timothy Snyder,4.38,"16,578"
"Min kamp 2 (Min kamp, #2)",Karl Ove Knausgård,4.33,"21,397"
Nerve,Jeanne Ryan,3.30,"27,496"
"Waking Gods (Themis Files, #2)",Sylvain Neuvel,4.01,"46,097"
I Will Always Write Back: How One Letter Changed Two Lives,Caitlin Alifirenka,4.39,"25,602"
"The Immortals (Immortals, #1-4)",Tamora Pierce,4.59,"8,149"
"Dark Life (Dark Life, #1)",Kat Falls,3.90,"14,836"
"Monster High (Monster High, #1)",Lisi Harrison,3.69,"10,164"
Carter Beats the Devil,Glen David Gold,4.09,"13,715"
Prokleta avlija,Ivo Andrić,4.26,"9,968"
"Raid (Unfinished Hero, #3)",Kristen Ashley,4.20,"32,788"
"Promise Me Darkness (Promise Me, #1)",Paige Weaver,4.07,"10,247"
"Warrior Rising (Goddess Summoning, #6)",P.C. Cast,4.13,"5,566"
If You Find Me,Emily  Murdoch,4.08,"22,892"
The Good Soldiers,David Finkel,4.22,"8,396"
"The Chosen (Black Dagger Brotherhood, #15)",J.R. Ward,4.31,"26,693"
The Enormous Crocodile,Roald Dahl,3.78,"21,568"
"Frozen Charlotte (Frozen Charlotte, #1)",Alex Bell,4.22,"10,555"
"Dark Challenge (Dark, #5)",Christine Feehan,4.25,"23,235"
Wall and Piece,Banksy,3.85,"226,657"
"The Force of Wind (Elemental Mysteries, #3)",Elizabeth   Hunter,4.29,"13,833"
"Death of Kings (The Saxon Stories, #6)",Bernard Cornwell,4.31,"30,786"
Letter to His Father,Franz Kafka,4.00,"36,776"
A Sound of Thunder,Ray Bradbury,4.08,"7,288"
All of Me,Kevine Walcott,4.42,122
"Aru Shah and the Tree of Wishes (Pandava, #3)",Roshani Chokshi,4.39,"6,709"
"Peril at End House (Hercule Poirot, #8)",Agatha Christie,4.00,"69,183"
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer,4.29,"11,052"
The Custom of the Country,Edith Wharton,4.06,"14,036"
Beatrice and Virgil,Yann Martel,3.18,"21,375"
"Lone Wolf (Wolves of the Beyond, #1)",Kathryn Lasky,4.18,"11,446"
My Inventions,Nikola Tesla,3.90,"10,858"
"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,4.13,"35,897"
"Music of the Heart (Runaway Train, #1)",Katie Ashley,3.99,"35,568"
Song of Myself,Walt Whitman,4.16,"14,762"
Venus in Furs,Leopold von Sacher-Masoch,3.63,"14,405"
Darth Plagueis,James Luceno,4.16,"28,355"
"Ozma of Oz (Oz, #3)",L. Frank Baum,3.96,"25,152"
The Girl with the Louding Voice,Abi Daré,4.43,"150,014"
The Scarlet Thread,Francine Rivers,4.19,"33,191"
Shadow of the Moon,M.M. Kaye,4.23,"4,470"
"Audrey, Wait!",Robin Benway,3.76,"14,702"
"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,4.03,"25,737"
The Complete Short Novels,Anton Chekhov,4.47,"11,680"
Doll Bones,Holly Black,3.68,"28,633"
"Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #2)",J.K. Rowling,4.03,"46,185"
Words on Bathroom Walls,Julia Walton,4.08,"14,406"
"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,4.11,"88,710"
"The Tin Roof Blowdown (Dave Robicheaux, #16)",James Lee Burke,4.18,"14,456"
Hymns of The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints,4.66,"6,942"
"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",Chris Heimerdinger,4.00,"16,859"
"Flirt (Anita Blake, Vampire Hunter, #18)",Laurell K. Hamilton,3.75,"35,349"
"The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks,4.04,"32,748"
Temple,Matthew Reilly,4.06,"21,453"
"The Shadow Queen (The Black Jewels, #7)",Anne Bishop,4.34,"12,928"
Last Man Standing,David Baldacci,4.06,"51,604"
"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",Maggie Stiefvater,3.66,"33,165"
The Book of Revelation,Rupert Thomson,3.57,"1,163"
The Cheerleaders,Kara Thomas,3.76,"43,662"
Fairy Tale,Stephen King,4.11,"237,322"
"Time of the Twins (Dragonlance: Legends, #1)",Margaret Weis,4.17,"36,427"
The Changeling,Zilpha Keatley Snyder,4.18,"1,509"
Espedair Street,Iain Banks,3.89,"7,820"
"The Grass Crown (Masters of Rome, #2)",Colleen McCullough,4.33,"12,480"
The Universe in a Nutshell,Stephen Hawking,4.18,"42,705"
"Sun and Moon, Ice and Snow",Jessica Day George,3.99,"22,210"
Stories I Only Tell My Friends,Rob Lowe,3.86,"79,385"
"Tempting the Best Man (Gamble Brothers, #1)",J. Lynn,3.68,"35,431"
"A Severe Mercy: A Story of Faith, Tragedy, and Triumph",Sheldon Vanauken,4.27,"21,214"
"The Fever Series (Fever, #1-5)",Karen Marie Moning,4.63,"6,651"
The Golem,Gustav Meyrink,3.84,"7,986"
"The Stonekeeper (Amulet, #1)",Kazu Kibuishi,4.17,"100,730"
"The Selection Series 0.5, 1-2 Box Set (The Selection, #0.5, 1-2)",Kiera Cass,4.58,"3,379"
"Move the Sun (Signal Bend, #1)",Susan Fanetti,3.79,"7,593"
"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,3.95,"168,189"
Wait for It,Mariana Zapata,4.30,"94,826"
Wolf Hollow (Wolf Hollow #1),Lauren Wolk,4.19,"27,058"
The Sun Down Motel,Simone St. James,4.02,"150,221"
Little Earthquakes,Jennifer Weiner,3.79,"89,827"
"Private (Private, #1)",Kate Brian,3.78,"19,321"
Existentialism is a Humanism,Jean-Paul Sartre,3.98,"37,802"
The Last Summer of You and Me,Ann Brashares,3.59,"32,093"
"Shadow (New Species, #9)",Laurann Dohner,4.22,"15,432"
"Rage of the Fallen (The Last Apprentice / Wardstone Chronicles, #8)",Joseph  Delaney,4.25,"14,479"
"Let It Bleed (Inspector Rebus, #7)",Ian Rankin,4.03,"15,483"
Phaedo,Plato,4.07,"14,215"
"Loamhedge (Redwall, #16)",Brian Jacques,3.95,"10,936"
The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,4.09,"26,164"
Our Man in Havana,Graham Greene,3.94,"36,211"
"Cinder & Ella (Cinder & Ella, #1)",Kelly Oram,4.21,"34,952"
"Hidden Bodies (You, #2)",Caroline Kepnes,3.74,"79,926"
The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,Lee Strobel,4.25,"36,340"
The Trouble With Being Born,Emil M. Cioran,4.11,"8,802"
The Wicked Deep,Shea Ernshaw,3.86,"41,140"
The Idiot,Elif Batuman,3.67,"80,228"
"Heartless (Pretty Little Liars, #7)",Sara Shepard,4.03,"43,160"
"Silent in the Grave (Lady Julia Grey, #1)",Deanna Raybourn,3.91,"26,137"
"Remember (Redemption, #2)",Karen Kingsbury,4.42,"23,635"
The Princess,Lori Wick,4.14,"13,660"
"Scorpia Rising (Alex Rider, #9)",Anthony Horowitz,4.29,"33,785"
Legacy,Susan  Kay,4.15,"3,070"
"Falling Under (Falling Under, #1)",Gwen Hayes,3.78,"16,552"
"Blackout (Newsflesh, #3)",Mira Grant,4.08,"22,954"
Andersonville,MacKinlay Kantor,4.10,"8,124"
"Seven Minutes in Heaven (The Lying Game, #6)",Sara Shepard,4.19,"9,755"
"Persuader (Jack Reacher, #7)",Lee Child,4.13,"90,083"
The Prince of Thieves,Alexandre Dumas,4.02,"17,432"
The Bone Garden,Tess Gerritsen,4.05,"30,245"
The Checklist Manifesto: How to Get Things Right,Atul Gawande,4.04,"68,744"
The Wrong Family,Tarryn Fisher,3.48,"69,678"
Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,3.86,"69,828"
The Palace of Dreams,Ismail Kadare,3.97,"4,745"
"Heaven (Casteel, #1)",V.C. Andrews,4.04,"24,604"
My Most Excellent Year,Steve Kluger,4.05,"7,673"
"Robots and Empire (Robot, #4)",Isaac Asimov,4.22,"33,131"
"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,3.93,"59,278"
The King of Elfland's Daughter,Lord Dunsany,3.83,"7,816"
"Breathe (Breathe, #1)",Sarah Crossan,3.68,"17,852"
"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,3.98,"74,615"
نصف ميت دفن حيًا,حسن الجندي,3.95,"10,952"
Adultery,Paulo Coelho,3.09,"56,618"
Fire and Hemlock,Diana Wynne Jones,3.97,"10,626"
"Dark Reunion (The Vampire Diaries, #4)",L.J. Smith,3.50,"28,759"
Heart on a Chain,Cindy C. Bennett,4.03,"17,232"
"Hana (Delirium, #1.5)",Lauren Oliver,3.63,"23,821"
"The Madman's Daughter (The Madman's Daughter, #1)",Megan Shepherd,3.68,"24,308"
"Until You (Westmoreland, #3)",Judith McNaught,4.12,"22,367"
Fatelessness,Imre Kertész,4.07,"11,877"
"Frostblood (Frostblood Saga, #1)",Elly Blake,3.83,"35,265"
"The Black Tower (Adam Dalgliesh, #5)",P.D. James,3.96,"19,311"
Beautiful You,Chuck Palahniuk,3.04,"18,484"
"Greenglass House (Greenglass House, #1)",Kate Milford,4.02,"23,620"
People Who Eat Darkness: The True Story of a Young Woman Who Vanished from the Streets of Tokyo—and the Evil That Swallowed Her Up,Richard Lloyd Parry,3.78,"22,014"
The Paper Bag Princess,Robert Munsch,4.31,"51,152"
"Knots and Crosses (Inspector Rebus, #1)",Ian Rankin,3.81,"53,048"
Full Tilt,Neal Shusterman,3.88,"8,984"
Velocity,Dean Koontz,3.87,"64,427"
"A Bear Called Paddington (Paddington, #1)",Michael Bond,4.23,"82,772"
"Physik (Septimus Heap, #3)",Angie Sage,4.02,"54,467"
"Shalador's Lady (The Black Jewels, #8)",Anne Bishop,4.37,"11,825"
"The Rowan (The Tower and the Hive, #1)",Anne McCaffrey,4.05,"17,648"
"Up from the Grave (Night Huntress, #7)",Jeaniene Frost,4.27,"32,855"
"Consumed (Consumed, #1)",Skyla Madi,4.07,"14,898"
Lullabies (Volume 2) (Lang Leav),Lang Leav,3.98,"27,618"
Dreams of Leaving,Rupert Thomson,3.82,499
"Samantha's Revenge (Arcadia's Children, #1)",Andrew R.  Williams,4.42,191
High Noon,Nora Roberts,4.03,"30,895"
The Sunflower: On the Possibilities and Limits of Forgiveness,Simon Wiesenthal,4.12,"9,131"
The Wall,Jean-Paul Sartre,4.07,"25,335"
Herzog,Saul Bellow,3.76,"21,536"
The Book of Lies,Aleister Crowley,3.82,"3,982"
"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery,4.01,"50,725"
Never Look Away,Linwood Barclay,4.03,"19,205"
Tikki Tikki Tembo,Arlene Mosel,4.20,"64,572"
The Summer Book,Tove Jansson,4.03,"39,359"
"The Goddess Hunt (Goddess Test, #1.5)",Aimee Carter,3.80,"9,487"
"You Had Me At Hello (You Had Me At Hello, #1)",Mhairi McFarlane,3.79,"32,598"
"The Dangerous Gift (Wings of Fire, #14)",Tui T. Sutherland,4.48,"9,854"
Ours (Mine #3),Julie Mannino,3.97,29
Possessing the Secret of Joy,Alice Walker,4.09,"15,395"
"Beyond Tuesday Morning (9/11, #2)",Karen Kingsbury,4.35,"11,287"
"A Course in Miracles: Combined Volume - Volume I : Text, Volume II: Workbook for Students, Volume III: Manual for Teachers",Foundation for Inner Peace,4.19,"32,314"
"Nice Girls Don't Live Forever (Jane Jameson, #3)",Molly Harper,4.18,"14,606"
Bidadari Bidadari Surga,Tere Liye,4.33,"8,205"
"Everwild (Skinjacker, #2)",Neal Shusterman,4.21,"13,880"
Freedom from the Known,J. Krishnamurti,4.29,"10,706"
"Sometimes It Lasts (Sea Breeze, #5)",Abbi Glines,4.26,"27,770"
Saving Grace,Julie Garwood,4.26,"28,689"
"The Queen (The Selection, #0.4)",Kiera Cass,3.82,"50,009"
Improbable,Adam Fawer,4.14,"15,610"
Home,Toni Morrison,3.82,"25,287"
My Best Friend's Brother,M.J. Thompson,3.47,722
"The Kept Woman (Will Trent, #8)",Karin Slaughter,4.14,"67,998"
The Five Gates of Hell,Rupert Thomson,3.69,484
Notes on an Execution,Danya Kukafka,4.08,"90,368"
"Ark Angel (Alex Rider, #6)",Anthony Horowitz,4.12,"47,349"
The Violent Bear It Away,Flannery O'Connor,4.08,"13,902"
The Collected Tales of Nikolai Gogol,Nikolai Gogol,4.35,"14,764"
Ignorance,Milan Kundera,3.81,"24,347"
So Much Closer,Susane Colasanti,3.68,"9,580"
Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,3.92,"8,851"
"A Perfect Blood (The Hollows, #10)",Kim Harrison,4.38,"37,323"
Meant to Be,Lauren Morrill,3.69,"16,590"
Pygmy,Chuck Palahniuk,2.98,"29,241"
The Abolition of Man,C.S. Lewis,4.11,"34,453"
The Singing Creek Where the Willows Grow,Opal Whiteley,4.25,909
Byzantium,Stephen R. Lawhead,4.21,"5,113"
Ireland,Frank Delaney,4.04,"11,377"
Take a Thief (Valdemar #25),Mercedes Lackey,4.15,"13,801"
Dark Matter: A Ghost Story,Michelle Paver,3.96,"18,049"
Tilt,Ellen Hopkins,4.20,"17,472"
Journey to Ixtlan: The Lessons of Don Juan,Carlos Castaneda,4.11,"12,938"
"Burn (Breathless, #3)",Maya Banks,3.98,"44,808"
Coming up for Air,George Orwell,3.79,"18,193"
Kuyucaklı Yusuf,Sabahattin Ali,4.21,"20,021"
Captains and the Kings: The Story of an American Dynasty,Taylor Caldwell,4.14,"19,256"
"The Bloody Crown of Conan (Conan the Cimmerian, #2)",Robert E. Howard,4.31,"5,020"
"Burning Chrome (Sprawl, #0)",William Gibson,4.06,"39,819"
"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,4.06,"31,532"
There's No Such Place As Far Away,Richard Bach,3.95,"4,589"
"Into the Still Blue (Under the Never Sky, #3)",Veronica Rossi,4.15,"46,221"
"In Flight (Up in the Air, #1)",R.K. Lilley,4.07,"78,263"
The Return of Philip Latinowicz,Miroslav Krleža,3.51,"2,851"
"One Week Girlfriend (One Week Girlfriend, #1)",Monica  Murphy,3.91,"53,924"
"Beautiful Player (Beautiful Bastard, #3)",Christina Lauren,4.25,"74,602"
Asylum: A Hidden Tale - Sinister Tales,Anna Gallegos,4.09,35
The Covenant,James A. Michener,4.21,"21,118"
Dinner at the Homesick Restaurant / The Accidental Tourist / Breathing Lessons,Anne Tyler,4.12,725
"The Big Sleep / Farewell, My Lovely (Philip Marlowe, #1-2)",Raymond Chandler,4.24,890
"The Dragon and the George (Dragon Knight, #1)",Gordon R. Dickson,3.90,"6,508"
"Altered (Altered, #1)",Jennifer Rush,4.01,"19,802"
The Collected Poems of Emily Dickinson,Emily Dickinson,4.23,"14,994"
The Perfect Mother,Aimee Molloy,3.53,"59,368"
Yours (Mine #2),Julie Mannino,3.77,31
"Midnight Predator (Den of Shadows, #4)",Amelia Atwater-Rhodes,4.02,"8,921"
Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,3.92,"82,144"
Gone to Soldiers,Marge Piercy,4.26,"4,995"
"Eyes Like Stars (Théâtre Illuminata, #1)",Lisa Mantchev,3.72,"12,630"
"Fire Star (The Last Dragon Chronicles, #3)",Chris d'Lacey,3.93,"17,317"
A Mercy,Toni Morrison,3.75,"29,007"
"Naked Heat (Nikki Heat, #2)",Richard Castle,3.79,"25,364"
"The Autobiography of Martin Luther King, Jr.",Martin Luther King Jr.,4.33,"22,687"
"Ramona Quimby, Age 8 (Ramona, #6)",Beverly Cleary,4.10,"71,915"
Griffin & Sabine (Griffin & Sabine #1),Nick Bantock,4.02,"69,213"
"Edge of Dawn (Midnight Breed, #11)",Lara Adrian,4.23,"12,783"
"Rush Too Far (Rosemary Beach, #4; Too Far, #4)",Abbi Glines,4.19,"33,281"
Home: A Hidden Tale - Sinister Tales,Anna Gallegos,4.45,31
"And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6)",Eoin Colfer,3.56,"31,513"
"And In-Between (The Fallen, #3)",Julie Mannino,4.03,79
The Cyberiad,Stanisław Lem,4.15,"12,911"
"Rogue (Shifters, #2)",Rachel Vincent,4.09,"18,651"
A Bad Case of Stripes (Scholastic Bookshelf),David Shannon,4.26,"85,194"
زمن الخيول البيضاء,Ibrahim Nasrallah,4.43,"10,669"
"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,4.21,"47,652"
"City of Ghosts (Downside Ghosts, #3)",Stacia Kane,4.22,"9,390"
"Unholy Magic (Downside Ghosts, #2)",Stacia Kane,4.07,"10,483"
"I, Lucifer",Glen Duncan,3.60,"9,400"
Five Point Someone: What Not to Do at IIT,Chetan Bhagat,3.43,"90,469"
The Man from St. Petersburg,Ken Follett,3.93,"32,103"
"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)",Joseph  Delaney,4.21,"23,652"
"Malice (The Faithful and the Fallen, #1)",John Gwynne,4.17,"39,466"
The Anatomical Shape of a Heart,Jenn Bennett,3.93,"19,717"
A Little History of the World,E.H. Gombrich,4.11,"27,971"
Sins of the Maker,Daniel Cuervonegro,4.28,262
"Arrow's Fall (Heralds of Valdemar, #3)",Mercedes Lackey,4.19,"23,238"
"The Glass Books of the Dream Eaters (Miss Temple, Doctor Svenson, and Cardinal Chang, #1)",Gordon Dahlquist,3.50,"5,471"
The Doomsday Conspiracy,Sidney Sheldon,3.66,"24,825"
"Street Magic (The Circle Opens, #2)",Tamora Pierce,4.17,"24,347"
Measuring the World,Daniel Kehlmann,3.73,"19,006"
"Embrace the Darkness (Guardians of Eternity, #2)",Alexandra Ivy,4.14,"9,710"
"Ruined (Ruined, #1)",Paula Morris,3.84,"13,748"
The Crossing of Ingo,Helen Dunmore,4.10,"3,338"
Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,4.29,"9,907"
The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,4.23,"12,608"
Citizen of the Galaxy,Robert A. Heinlein,4.01,"17,032"
"Bloodline (Sigma Force, #8)",James Rollins,4.24,"23,462"
"Afterworlds (Afterworlds, #1)",Scott Westerfeld,3.72,"20,193"
The Stranger,Harlan Coben,3.89,"91,933"
"The Deep End of the Ocean (Cappadora Family, #1)",Jacquelyn Mitchard,3.87,"120,375"
"Sweet Venom (Medusa Girls, #1)",Tera Lynn Childs,3.91,"12,238"
Earthly Powers,Anthony Burgess,4.13,"3,209"
"A Man Lay Dead (Roderick Alleyn, #1)",Ngaio Marsh,3.80,"15,195"
"Monster in His Eyes (Monster in His Eyes, #1)",J.M. Darhower,4.08,"35,598"
"Gathering Darkness (Falling Kingdoms, #3)",Morgan Rhodes,4.22,"27,632"
"Foundryside (The Founders Trilogy, #1)",Robert Jackson Bennett,4.19,"41,764"
"Flow My Tears, the Policeman Said",Philip K. Dick,3.91,"41,318"
"The Scarecrow (Jack McEvoy, #2; Harry Bosch Universe, #20)",Michael Connelly,4.10,"50,907"
The Upanishads,Anonymous,4.25,"16,162"
Lighthousekeeping,Jeanette Winterson,3.87,"9,404"
"The Collectors (The Camel Club, #2)",David Baldacci,4.06,"48,849"
"Books of Blood: Volumes One to Three (Books of Blood, #1-3)",Clive Barker,4.19,"28,176"
"The Ghost and the Goth (The Ghost and the Goth, #1)",Stacey Kade,3.86,"18,898"
Strange Pilgrims: Twelve Stories,Gabriel García Márquez,4.04,"25,073"
Molloy,Samuel Beckett,4.04,"8,620"
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,4.00,"39,587"
"Spook Country (Blue Ant, #2)",William Gibson,3.72,"20,633"
Catechism of the Catholic Church: Complete and Updated,Catholic Church,4.48,"10,981"
The Love Poems of Rumi,Deepak Chopra,4.27,"4,035"
"If There Be Thorns (Dollanganger, #3)",V.C. Andrews,3.77,"50,462"
"N or M? (Tommy & Tuppence Mysteries, #3)",Agatha Christie,3.80,"26,036"
"Tribulation Force (Left Behind, #2)",Tim LaHaye,3.97,"42,831"
"The Naked Sun (Robot, #2)",Isaac Asimov,4.19,"57,105"
Η φόνισσα,Alexandros Papadiamantis,4.24,"6,692"
I Wrote This For You (I Wrote This For You #4),pleasefindthis,4.09,"20,363"
The Star Rover,Jack London,4.20,"8,811"
"Game (I Hunt Killers, #2)",Barry Lyga,4.22,"13,559"
"Iron Gold (Red Rising Saga, #4)",Pierce Brown,4.24,"94,336"
Rock Paper Scissors,Alice Feeney,3.93,"428,740"
"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,4.01,"44,179"
"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,4.15,"103,192"
"The Raven Prince (Princes Trilogy, #1)",Elizabeth Hoyt,3.96,"23,616"
The Fry Chronicles,Stephen Fry,3.84,"22,198"
Rising Sun,Michael Crichton,3.65,"51,898"
"The Magic (The Secret, #3)",Rhonda Byrne,4.12,"21,494"
"The Invaders (Brotherband Chronicles, #2)",John Flanagan,4.39,"23,409"
Between a Rock and a Hard Place,Aron Ralston,3.84,"22,333"
"The Murder on the Links (Hercule Poirot, #2)",Agatha Christie,3.87,"95,993"
"White Fire (Pendergast, #13)",Douglas Preston,4.11,"27,007"
"Archangel's Legion (Guild Hunter, #6)",Nalini Singh,4.39,"26,146"
"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",Joan Aiken,4.06,"21,405"
"The Bromance Book Club (Bromance Book Club, #1)",Lyssa Kay Adams,3.88,"113,696"
"The Sweetest Oblivion (Made, #1)",Danielle Lori,4.04,"251,334"
Women of the Silk (Women of the Silk #1),Gail Tsukiyama,3.95,"16,498"
"Curse the Dawn (Cassandra Palmer, #4)",Karen Chance,4.15,"21,313"
"The Dead and the Gone (Last Survivors, #2)",Susan Beth Pfeffer,3.85,"40,214"
"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",Cassandra Clare,4.57,"14,931"
"Touch & Geaux (Cut & Run, #7)",Abigail Roux,4.48,"10,553"
"Ramona the Pest (Ramona, #2)",Beverly Cleary,4.08,"66,130"
"The Walk (The Walk, #1)",Richard Paul Evans,4.16,"23,849"
The Life and Death of Anne Boleyn,Eric Ives,4.20,"10,281"
"Mister God, This is Anna",Fynn,4.13,"6,661"
The Dhammapada,Anonymous,4.27,"28,532"
Love in the Ruins,Walker Percy,3.83,"4,040"
"Evil Genius (Genius, #1)",Catherine Jinks,3.81,"8,502"
"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,3.11,"63,800"
"Pegasus and the New Olympians (Pegasus, #3)",Kate O'Hearn,4.40,"5,800"
Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.10,"30,756"
The Lion and the Mouse,Jerry Pinkney,4.22,"24,210"
"A Darkness More Than Night (Harry Bosch, #7; Harry Bosch Universe, #10)",Michael Connelly,4.16,"60,328"
Legion of the Damned,Sven Hassel,3.99,"5,201"
"Wicked: Witch & Curse (Wicked, #1-2)",Nancy Holder,3.61,"10,959"
A Woman of Independent Means,Elizabeth Forsythe Hailey,3.97,"3,816"
The Knowledge of the Holy,A.W. Tozer,4.39,"26,498"
"Claimed by Shadow (Cassandra Palmer, #2)",Karen Chance,3.97,"22,911"
"Into the Shadow (Darkness Chosen, #3)",Christina Dodd,4.20,"7,525"
"Darklight (Wondrous Strange, #2)",Lesley Livingston,3.91,"10,006"
Funny in Farsi: A Memoir of Growing Up Iranian in America,Firoozeh Dumas,3.83,"26,018"
"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",Rachel Caine,4.35,"18,408"
"Phantom (The Vampire Diaries: The Hunters, #1)",L.J. Smith,3.77,"14,701"
The Satanic Bible,Anton Szandor LaVey,3.41,"13,579"
The Inspector General,Nikolai Gogol,3.97,"16,762"
"Once (Eve, #2)",Anna Carey,3.88,"19,806"
Ashes in the Wind,Kathleen E. Woodiwiss,4.19,"10,386"
The Partner,John Grisham,3.96,"128,036"
"Unique, Different, Found (Nightfall, #1)",Violet Samuels,3.59,"1,534"
"Forgotten, Saved, Loved (Nightfall, #2)",Violet Samuels,4.07,439
Downright Delinquents,Lauren Jackson,4.06,218
The Chemist,Stephenie Meyer,3.76,"92,749"
"Wayfarer (Passenger, #2)",Alexandra Bracken,3.80,"13,792"
The Coma,Alex Garland,3.38,"8,722"
"The Brothers Hawthorne (The Inheritance Games, #4)",Jennifer Lynn Barnes,3.97,"72,811"
"The Collected Poems, 1957-1982",Wendell Berry,4.39,"1,764"
Theatre,W. Somerset Maugham,4.16,"8,517"
"In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber (Bloody Jack, #4)",L.A. Meyer,4.32,"10,247"
"Kitty and the Midnight Hour (Kitty Norville, #1)",Carrie Vaughn,3.68,"33,122"
"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal",Ben Mezrich,3.57,"16,390"
The Subterraneans,Jack Kerouac,3.66,"15,606"
"A Passion Most Pure (The Daughters of Boston, #1)",Julie Lessman,3.98,"6,350"
"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,4.23,"25,402"
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.02,"55,560"
Running Wild,Michael Morpurgo,4.21,"4,857"
فلتغفري,أثير عبدالله النشمي,3.40,"32,430"
The Door,Magda Szabó,4.10,"27,270"
"City of Ghosts (Cassidy Blake, #1)",V.E.  Schwab,3.89,"67,956"
"Broken Harbor (Dublin Murder Squad, #4)",Tana French,3.95,"100,847"
"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King,4.00,"20,227"
"Frog and Toad Together (Frog and Toad, #2)",Arnold Lobel,4.25,"44,071"
Ironweed,William  Kennedy,3.87,"16,874"
The Wish List,Eoin Colfer,3.78,"16,827"
The Rapture of Canaan,Sheri Reynolds,3.83,"34,529"
"Mystic City (Mystic City, #1)",Theo Lawrence,3.73,"11,380"
"The Goddess Legacy (Goddess Test, #2.5)",Aimee Carter,4.03,"7,917"
Warrior of the Light,Paulo Coelho,3.69,"38,868"
